"Register","Page","Nº","Campo","Descrição","Tipo","Tam","Dec","Obrig","Entr","Saídas"
"1500","pva","20","VL_ICMS","Valor acumulado do ICMS","N","","2","","",""
"1500","pva","21","VL_BC_ICMS_ST","Valor acumulado da base de cálculo do ICMS substituição tributária","N","","2","","",""
"1500","pva","22","VL_ICMS_ST","Valor acumulado do ICMS retido por substituição tributária","N","","2","","",""
"1500","pva","23","COD_INF","Código da informação complementar do documento fiscal (campo 02 do Registro 0450)","C","006","","","",""
"1500","pva","24","VL_PIS","Valor do PIS","N","","2","","",""
"1500","pva","25","VL_COFIS","Valor do COFIS","N","","2","","",""
"1500","pva","26","TP_LIGACAO","Código de tipo de Ligação","N","001*","","","",""
"1500","pva","27","COD_GRUPO_TENSAO","Código de grupo de tensão","N","002*","","","",""
"1510","pva","1","REG","Texto fixo contendo “1510”","C","004*","","","",""
"1510","pva","2","NUM_ITEM","Número sequencial do item no documento fiscal","N","003","","O","",""
"1510","pva","3","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","","O","",""
"1510","pva","4","COD_CLASS","Código de classificação do item de energia elétrica","N","004*","","O","",""
"1510","pva","5","QTD","Quantidade do item","N","","3","","",""
"1510","pva","6","UNID","Unidade do item (Campo 02 do registro 0190)","C","006","","","",""
"1510","pva","7","VL_ITEM","Valor do item","N","","2","O","",""
"1510","pva","8","VL_DESC","Valor total do desconto","N","","2","","",""
"1510","pva","9","CST_ICMS","Código da Situação Tributária","N","003*","","O","",""
"1510","pva","10","CFOP","Código Fiscal de Operação e Prestação","N","004*","","O","",""
"1510","pva","11","VL_BC_ICMS","Valor da base de cálculo do ICMS","N","","2","","",""
"1510","pva","12","ALIQ_ICMS","Alíquota do ICMS","N","006","2","","",""
"1510","pva","13","VL_ICMS","Valor do ICMS creditado/debitado","N","","2","","",""
"1510","pva","14","VL_BC_ICMS_ST","Valor da base de cálculo referente à substituição tributária","N","","2","","",""
"1510","pva","15","ALIQ_ST","Alíquota do ICMS da substituição tributária na unidade da federação de destino","N","","2","","",""
"1510","pva","16","VL_ICMS_ST","Valor do ICMS referente à substituição tributária","N","","2","","",""
"1510","pva","17","IND_REC","Indicador do tipo de receita: 0-Receita própria; 1-Receita de terceiros","C","001*","","O","",""
"1510","pva","18","COD_PART","Código do participante receptor da receita, terceiro da operação (campo 02 do Registro 0150)","C","060","","","",""
"1510","pva","19","VL_PIS","Valor do PIS","N","","2","","",""
"1510","pva","20","VL_COFIS","Valor da COFINS","N","","2","","",""
"1510","pva","21","COD_CTA","Código da conta analítica contábil debitada/creditada","C","","","","",""
"1601","pva","1","REG","Texto fixo contendo“1601”","C","004*","","","",""
"1601","pva","2","COD_PART_IP","Código do participante (campo 02 do Registro 0150): identificação da instituição que efetuou o pagamento","C","060","","O","",""
"1601","pva","3","COD_PART_IT","Código do participante (campo 02 do Registro 0150): identificação do intermediador da transação","C","060","","","",""
"1601","pva","4","TOT_VS","Valor total bruto das vendas e/ou prestações de serviços no campo de incidência do ICMS (TOT_VS), incluindo operações com imunidade do imposto","N","","2","O","",""
"1601","pva","5","TOT_ISS","Valor total bruto das prestações de serviços no campo de incidência do ISS (TOT_ISS)","N","","2","O","",""
"1601","pva","6","TOT_OUTROS","Valor total de operações deduzido dos valores dos campos TOT_VS e TOT_ISS.","N","","2","O","",""
"1700","pva","1","REG","Texto fixo contendo “1700”","C","004*","","","",""
"1700","pva","2","COD_DISP","Código dispositivo autorizado","C","002*","","O","",""
"1700","pva","3","COD_MOD","Código do modelo do documento fiscal","C","002*","","O","",""
"1700","pva","4","SER","Série do documento fiscal","C","004","","","",""
"1700","pva","5","SUB","Subsérie do documento fiscal","C","003","","","",""
"1700","pva","6","NUM_DOC_INI","Número do documento fiscal inicial","N","012","","O","",""
"1700","pva","7","NUM_DOC_FIN","Número do documento fiscal final","N","012","","O","",""
"1700","pva","8","NUM_AUT","Número da autorização, conforme dispositivo autorizado","N","060","","O","",""
"1710","pva","1","REG","Texto fixo contendo “1710”","C","004*","","","",""
"1710","pva","6","NUM_DOC_INI","Número do dispositivo autorizado inicial","N","012","","O","",""
"1710","pva","7","NUM_DOC_FIN","Número do dispositivo autorizado final","N","012","","O","",""
"1800","pva","1","REG","Texto fixo contendo“1800”","C","004*","","","",""
"1800","pva","2","VL_CARGA","Valor das prestações cargas (Tributado)","N","","2","O","",""
"1800","pva","3","VL_PASS","Vr. das prestações passageiros/cargas (Não Tributado)","N","","2","O","",""
"1800","pva","4","VL_FAT","Valor total do faturamento","N","","2","O","",""
"1800","pva","5","IND_RAT","Índice para rateio","N","008","6","O","",""
"1800","pva","6","VL_ICMS_ANT","Valor total dos créditos de ICMS","N","","2","O","",""
"1800","pva","7","VL_BC_ICMS","Valor da base de cálculo do ICMS","N","","2","O","",""
"1800","pva","8","VL_ICMS_APUR","Valor do ICMS apurado","N","","2","O","",""
"1800","pva","9","VL_BC_ICMS_APUR","Valor da base de cálclo do ICMS apurada","N","","2","O","",""
"1800","pva","10","VL_DIF","Vr. da diferença a ser levada a estorno de crédito na apuração","N","","2","O","",""
"1900","pva","1","REG","Texto fixo contendo“1900”","C","004*","","","",""
"1900","pva","2","IND_APUR_ICMS","Indicador de apuração do ICMS","C","001*","","O","",""
"1900","pva","3","DESCR_COMPL_OUT_APUR","Descrição complementar de Outra Apuração do ICMS","C","","","O","",""
"1910","pva","1","REG","Texto fixo contendo “1910”","C","004*","","O","",""
"1910","pva","2","DT_INI","Data Inicial da sub-apuração","D","008*","","O","",""
"1910","pva","3","DT_FIN","Data final da sub-apuração","D","008*","","O","",""
"1920","pva","1","REG","Texto fixo contendo “1920”","C","004*","","O","",""
"1920","pva","2","VL_TOT_TRANSF_DEBITOS_OA","Valor total dos débitos por “Saídas e Prestações com débito do imposto“","N","","2","O","",""
"1920","pva","3","VL_TOT_AJ_DEBITOS_OA","Valor total de “Ajustes a débito“","N","","2","O","",""
"1920","pva","4","VL_ESTORNOS_CRED_OA","Valor total de Ajustes “Estornos de créditos“","N","","2","O","",""
"1920","pva","5","VL_TOT_TRANSF_CREDITOS_OA","Valor total dos créditos por “Entradas e aquisições com crédito do imposto“","N","","2","O","",""
"1920","pva","6","VL_TOT_AJ_CREDITOS_OA","Valor total de “Ajustes a crédito“","N","","2","O","",""
"1920","pva","7","VL_ESTORNOS_DEB_OA","Valor total de Ajustes “Estornos de Débitos“","N","","2","O","",""
"1920","pva","8","VL_SLD_CREDOR_ANT_OA","Valor total de “Saldo Credor do período anterior“","N","","2","O","",""
"1920","pva","9","VL_SLD_APURADO_OA","Valor total de “Ajustes a crédito“","N","","2","O","",""
"1920","pva","10","VL_TOT_DED","Valor total de “Deduções“","N","","2","O","",""
"1920","pva","11","VL_ICMS_RECOLHER_OA","Valor total de “ICMS a recolher“ (9-10)","N","","2","O","",""
"1920","pva","12","VL_SLD_CREDOR_TRANSP_OA","Valor total de “Saldo credor a transportar para o período seguinte“","N","","2","O","",""
"1920","pva","13","DEB_ESP_OA","Valores recolhidos ou a recolher, extra-apuração","N","","2","O","",""
"1921","pva","1","REG","Texto fixo contendo “1921”","C","004*","","","",""
"1921","pva","2","COD_AJ_APUR","Código do ajustes da SUB-APURAÇÃO e dedução","C","008*","","O","",""
"1921","pva","3","DESCR_COMPL_AJ","Descrição complementar do ajuste da apuração","C","","","","",""
"1921","pva","4","VL_AJ_APUR","Valor ajuste da operação“","N","","2","O","",""
"1922","pva","1","REG","Texto fixo contendo “1922”","C","004*","","","",""
"1922","pva","2","NUM_DA","Número do documento de arredação estadual, se houver","C","","","","",""
"1922","pva","3","NUM_PROC","Número do processo ao qual o ajuste está vinculado, se houver","C","060","","","",""
"1922","pva","4","IND_PROC","Indicador da origem do processo","C","001*","","","",""
"1922","pva","5","PROC","Descrição resumida do processo que embasou o lançamento","C","","","","",""
"1922","pva","6","TXT_COMPL","Descrição Complementar","C","","","","",""
"1923","pva","1","REG","Texto fixo contendo “1923”","C","004*","","","",""
"1923","pva","2","COD_PART","Código do participante (campo 02 do Registro 0150): - do emitente do documento ou do remetente das mercadorias, no caso de entradas; - do adquirente, no caso de saídas","C","060","","O","",""
"1923","pva","3","COD_MOD","Código do modelo do documento fiscal","C","002*","","O","",""
"1923","pva","4","SER","Série do documento fiscal","C","004","","","",""
"1923","pva","5","SUB","Subsérie do documento fiscal","N","003","","","",""
"1923","pva","6","NUM_DOC","Número do documento fiscal","N","009","","O","",""
"1923","pva","7","DT_DOC","Data de emissão do Documento Fiscal (DD/MM/AAAA)","D","008*","","O","",""
"1923","pva","8","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","","","",""
"1923","pva","9","VL_AJ_ITEM","Valor ajuste para a operação/item.“","N","","2","O","",""
"1923","pva","10","CHV_DOCE","Chave do documento eletrônico","C","044*","","","",""
"1925","pva","1","REG","Texto fixo contendo “1925”","C","004*","","","",""
"1925","pva","2","COD_INF_ADIC","Código da informação adicional conforme tabela a ser definida pelas SEFAZ","C","008*","","O","",""
"1925","pva","3","VL_INF_ADIC","Valor referente à informação adicional","N","","2","O","",""
"1925","pva","4","DESC_COMPL_AJ","Descrição complementar do ajuste","C","","","","",""
"1926","pva","1","REG","Texto fixo contendo “1926”","C","004*","","","",""
"1926","pva","2","COD_OR","Código da obrigação a recolher, conforme a Tabela de Códigos das Obrigações de ICMS a recolher","C","003*","","O","",""
"1926","pva","3","VL_OR","Valor da obrigação a recolher","N","","2","O","",""
"1926","pva","4","DT_VCTO","Data de Vencimento da obrigação","D","008*","","O","",""
"1926","pva","5","COD_REC","Código da receita referente à obrigaçãom próprio da unidade da federação, conforme legislação estadual","C","","","O","",""
"1926","pva","6","NUM_PROC","Número do processo ou auto de infração ao qual a obrigação está vinculada, se houver","C","060","","","",""
"1926","pva","7","IND_PROC","Indicador da origem do processo","C","001*","2","","",""
"1926","pva","8","PROC","Descrição resumida do processo que embasou o lançamento","C","","","","",""
"1926","pva","9","TXT_COMPL","Descrição complementar de obrigações a recolher.“","C","","","","",""
"1926","pva","10","MES_REF","Informe o mês de referência no formato mmaaaa.“","C","006*","","O","",""
"1960","pva","1","REG","Texto fixo contendo “1960”","C","004*","","","",""
"1960","pva","2","IND_AP","Indicador da sub-apuração por tipo de benefício (conforme tabela 4.7.1)","N","002*","","O","",""
"1960","pva","3","G1_01","Percentual de crédito presumido","N","","2","O","",""
"1960","pva","4","G1_02","Saídas não incentivadas de PI","N","","2","O","",""
"1960","pva","5","G1_03","Saídas incentivadas de PI","N","","2","O","",""
"1960","pva","6","G1_04","Saídas incentivadas de PI para fora do Nordeste","N","","2","O","",""
"1960","pva","7","G1_05","Saldo devedor do ICMS antes das deduções do incentivo","N","","2","O","",""
"1960","pva","8","G1_06","Saldo devedor do ICMS relativo à faixa incentivada de PI","N","","2","O","",""
"1960","pva","9","G1_07","Crédito presumido nas saídas incentivadas de PI para fora do Nordeste","N","","2","O","",""
"1960","pva","10","G1_08","Saldo devedor relativo à faixa incentivada de PI após o crédito presumido nas saídas para fora do Nordeste","N","","2","O","",""
"1960","pva","11","G1_09","Crédito presumido","N","","2","O","",""
"1960","pva","12","G1_10","Dedução de incentivo da Indústria (crédito presumido)","N","","2","O","",""
"1960","pva","13","G1_11","Saldo devedor do ICMS após deduções","N","","2","O","",""
"1970","pva","1","REG","Texto fixo contendo “1970”","C","004*","","","",""
"1970","pva","2","IND_AP","Indicador da sub-apuração por tipo de benefício (conforme tabela 4.7.1)","N","002*","","O","",""
"1970","pva","3","G3_01","Importações com ICMS diferido","N","","2","O","",""
"1970","pva","4","G3_02","ICMS diferido nas importações","N","","2","O","",""
"1970","pva","5","G3_03","Saídas não incentivadas de PI","N","","2","O","",""
"1970","pva","6","G3_04","Percentual de incentivo nas saídas para fora do Estado","N","","2","O","",""
"1970","pva","7","G3_05","Saídas incentivadas de PI para fora do Estado","N","","2","O","",""
"1970","pva","8","G3_06","ICMS das saídas incentivadas de PI para fora do Estado","N","","2","O","",""
"1970","pva","9","G3_07","Crédito presumido nas saídas para fora do Estado","N","","2","O","",""
"1970","pva","10","G3_T","Dedução de incentivo da Importação (crédito presumido)","N","","2","O","",""
"1970","pva","11","G3_08","Saldo devedor do ICMS antes das deduções do incentivo","N","","2","O","",""
"1970","pva","12","G3_09","Saldo devedor do ICMS após deduções do incentivo","N","","2","O","",""
"1975","pva","1","REG","Texto fixo contendo “1975”","C","004*","","O","",""
"1975","pva","2","ALIQ_IMP_BASE","Alíquota incidente sobre as importações-base","N","","2","O","",""
"1975","pva","3","G3_10","Saídas incentivadas de PI","N","","2","O","",""
"1975","pva","4","G3_11","Importações-base para o crédito presumido","N","","2","O","",""
"1975","pva","5","G3_12","Crédito presumido nas saídas internas","N","","2","O","",""
"1980","pva","1","REG","Texto fixo contendo “1980”","C","004*","","","",""
"1980","pva","2","IND_AP","Indicador da sub-apuração por tipo de benefício (conforme tabela 4.7.1)","N","002*","","O","",""
"1980","pva","3","G4_01","Entradas (percentual de incentivo)","N","","2","O","",""
"1980","pva","4","G4_02","Entradas não incentivadas de PI","N","","2","O","",""
"1980","pva","5","G4_03","Entradas incentivadas de PI","N","","2","O","",""
"1980","pva","6","G4_04","Saídas (percentual de incentivo)","N","","2","O","",""
"1980","pva","7","G4_05","Saídas não incentivadas de PI","N","","2","O","",""
"1980","pva","8","G4_06","Saídas incentivadas de PI","N","","2","O","",""
"1980","pva","9","G4_07","Saldo devedor do ICMS antes das deduções do incentivo (PI e itens não incentivados)","N","","2","O","",""
"1980","pva","10","G4_08","Crédito presumido nas entradas incentivadas de PI","N","","2","O","",""
"1980","pva","11","G4_09","Crédito presumido nas saídas incentivadas de PI","N","","2","O","",""
"1980","pva","12","G4_10","Dedução de incentivo da Central de Distribuição (entradas/saídas)","N","","2","O","",""
